No.,Study,MAG,Size_bp,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination
4533,UHGG,MGYG000004632,2937832,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002300055,98.2,0.68
4534,UHGG,MGYG000004633,2814686,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium sp002160495,99.06,0
4535,UHGG,MGYG000004634,2025534,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__UMGS1441,s__,90.44,0.78
4536,UHGG,MGYG000004635,1613361,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__D16-63,s__,78.64,1.49
4537,UHGG,MGYG000004636,2253564,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__,81.72,1.76
4538,UHGG,MGYG000004637,1523029,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duodenibacillus,s__Duodenibacillus sp900542805,96.74,0.24
4539,UHGG,MGYG000004638,1864341,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__F0040,s__F0040 sp000318095,68.79,0.56
4540,UHGG,MGYG000004639,1878053,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-495,s__CAG-495 sp000432275,98.92,0
4541,UHGG,MGYG000004640,2596429,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900551055,84.85,0.35
4542,UHGG,MGYG000004642,2001820,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__UMGS1670,s__UMGS1670 sp900548595,93.29,0
4543,UHGG,MGYG000004643,1975847,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp003526845,97.99,0
4544,UHGG,MGYG000004644,2240162,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Negativibacillus,s__Negativibacillus sp900547455,93.96,0.67
4545,UHGG,MGYG000004645,2112164,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__QALW01,g__UMGS1322,s__,97.55,0.7
4546,UHGG,MGYG000004646,1540086,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__QANG01,s__,65.16,2.68
4547,UHGG,MGYG000004647,2277649,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,98.14,0.93
4548,UHGG,MGYG000004648,1121775,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-495,s__,70.46,0.28
4549,UHGG,MGYG000004649,2602641,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,94.95,2.37
4550,UHGG,MGYG000004650,2976949,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__,85.26,0.81
4551,UHGG,MGYG000004653,1262296,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900555585,67.45,0
4552,UHGG,MGYG000004654,2053657,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Senegalimassilia,s__,94.35,0.9
4553,UHGG,MGYG000004655,2984748,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,94.63,1.32
4554,UHGG,MGYG000004656,1618627,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,76.75,1.16
4555,UHGG,MGYG000004657,1251726,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__,s__,74.82,0.39
4556,UHGG,MGYG000004659,2355365,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,93.42,2.66
4557,UHGG,MGYG000004660,1964208,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,67.73,1.27
4558,UHGG,MGYG000004661,1456311,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella dispar,71.6,2.4
4559,UHGG,MGYG000004662,1967975,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,85.07,3.25
4560,UHGG,MGYG000004663,2332547,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__D5,s__D5 sp900113995,96.64,0.67
4561,UHGG,MGYG000004664,2347724,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,100,0
4562,UHGG,MGYG000004665,1850159,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__,98.91,0
4563,UHGG,MGYG000004666,2286904,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,100,0.81
4564,UHGG,MGYG000004668,1185526,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__,76.97,0
4565,UHGG,MGYG000004669,775201,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-822,g__UBA5026,s__,51.75,0
4566,UHGG,MGYG000004670,1940702,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,77.71,1.45
4567,UHGG,MGYG000004671,1800549,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__QAND01,g__UMGS1975,s__UMGS1975 sp900556815,93.66,0.2
4568,UHGG,MGYG000004672,1893728,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__F23-B02,s__F23-B02 sp004558025,88.93,2.52
4569,UHGG,MGYG000004673,2029595,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp900552445,99.4,0
4570,UHGG,MGYG000004674,937328,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-495,s__,55.32,0
4571,UHGG,MGYG000004675,863077,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae,g__Mycoplasmopsis,s__Mycoplasmopsis bovis,96.33,4.26
4572,UHGG,MGYG000004676,1765238,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,62.07,0
4573,UHGG,MGYG000004677,2645140,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-81,s__,95.02,0
4574,UHGG,MGYG000004679,996477,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C,55.36,0
4575,UHGG,MGYG000004680,3596809,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__,98.73,0.37
4576,UHGG,MGYG000004681,2083556,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,99.19,1.52
4577,UHGG,MGYG000004682,1336942,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,73.25,1.88
4578,UHGG,MGYG000004683,2205213,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__Oscillibacter sp004553545,88.43,1.43
4579,UHGG,MGYG000004685,1257965,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__,76.56,0.89
4580,UHGG,MGYG000004686,2894867,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,92.52,0.73
4581,UHGG,MGYG000004688,2658373,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp900550395,92.85,0
4582,UHGG,MGYG000004689,2359067,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,s__,90.85,1.07
4583,UHGG,MGYG000004690,1726698,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__,68.75,1.7
4584,UHGG,MGYG000004691,2701187,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA9502,s__UBA9502 sp900555625,98.08,1.48
4585,UHGG,MGYG000004693,1958211,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UMGS1375,s__,59.97,0.79
4586,UHGG,MGYG000004694,2634939,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,96.27,0.62
4587,UHGG,MGYG000004695,1842067,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900554655,83.55,2.15
4588,UHGG,MGYG000004696,2228648,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900554665,99.19,0.81
4589,UHGG,MGYG000004697,2635939,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,93.29,0.04
4590,UHGG,MGYG000004698,3424026,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000436695,94.17,0.46
4591,UHGG,MGYG000004699,3820928,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__,87.48,1.55
4592,UHGG,MGYG000004700,2043813,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,75.85,2.76
4593,UHGG,MGYG000004701,2483824,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,92.47,0
4594,UHGG,MGYG000004702,1811426,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__,82.22,2.01
4595,UHGG,MGYG000004703,2398084,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900556275,98.35,1.39
4596,UHGG,MGYG000004704,1821922,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,97.88,1.45
4597,UHGG,MGYG000004705,2427413,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,90.44,0.19
4598,UHGG,MGYG000004706,2415363,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella_B,s__Olsenella_B sp000752675,100,0
4599,UHGG,MGYG000004707,1967109,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Monoglobales,f__Monoglobaceae,g__Monoglobus,s__Monoglobus sp900554105,97.26,0.17
4600,UHGG,MGYG000004708,1820911,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,75.29,0.19
4601,UHGG,MGYG000004709,2240013,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__QAMX01,g__QAMX01,s__QAMX01 sp003149835,88.22,0.02
4602,UHGG,MGYG000004711,3563826,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__,98.39,1.08
4603,UHGG,MGYG000004712,1922596,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__,74.37,0.63
4604,UHGG,MGYG000004713,985580,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG100,s__,62.96,1.06
4605,UHGG,MGYG000004714,2587994,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_X,s__,86.69,1.05
4606,UHGG,MGYG000004715,2297538,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Eubacterium_T,s__Eubacterium_T saphenum_A,99.29,0.71
4607,UHGG,MGYG000004716,1808137,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UMGS1418,s__UMGS1418 sp900551595,98.79,2
4608,UHGG,MGYG000004717,2016868,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas hypermegale,90.35,1.01
4609,UHGG,MGYG000004718,1910069,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Anaerotignum,s__,95.41,0.67
4610,UHGG,MGYG000004719,2432384,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,91.14,0
4611,UHGG,MGYG000004720,2316857,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__,96.42,0.69
4612,UHGG,MGYG000004721,2389811,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,75.86,0
4613,UHGG,MGYG000004722,1760149,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__,s__,91.5,0.5
4614,UHGG,MGYG000004723,2308372,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter sp900548545,95.56,0
4615,UHGG,MGYG000004724,1958666,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__,98.19,1.28
4616,UHGG,MGYG000004725,2206830,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA9475,s__UBA9475 sp900554075,97.99,0.67
4617,UHGG,MGYG000004726,4217898,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoflavonifractor,s__,98.66,0.67
4618,UHGG,MGYG000004727,2194019,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,91.01,0.22
4619,UHGG,MGYG000004728,1582835,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__,93.39,0.35
4620,UHGG,MGYG000004730,2818639,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__Lysinibacillus fusiformis_D,64.62,1.45
4621,UHGG,MGYG000004731,1853599,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium italicum,80.16,2.49
4622,UHGG,MGYG000004732,2775580,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,96.78,0.34
4623,UHGG,MGYG000004734,2053744,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__,g__,s__,97.98,0.81
4624,UHGG,MGYG000004735,3188924,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA7160,s__,95.57,0
4625,UHGG,MGYG000004736,2083026,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Evtepia,s__Evtepia sp004554585,95.5,1.57
4626,UHGG,MGYG000004737,2424391,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__,99.6,0.69
4627,UHGG,MGYG000004738,2435822,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__,97.65,0.62
4628,UHGG,MGYG000004739,2692200,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp000220835,95.24,1.09
4629,UHGG,MGYG000004740,2494225,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__Eubacterium_I sp900557275,80.36,2.78
4630,UHGG,MGYG000004741,1179606,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__CAG-877,s__,71.99,0.37
4631,UHGG,MGYG000004742,1752570,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_B,s__,81.65,1.12
4632,UHGG,MGYG000004743,730958,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-822,g__CAG-878,s__,75.98,2.67
4633,UHGG,MGYG000004744,2057636,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas sp900556715,95.13,3.16
4634,UHGG,MGYG000004745,1259383,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-110,s__,61.21,0
4635,UHGG,MGYG000004746,2173109,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900544645,100,0.81
4636,UHGG,MGYG000004747,2765913,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,87.46,0.64
4637,UHGG,MGYG000004748,4696076,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,97.61,0.5
4638,UHGG,MGYG000004749,1224256,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Oxalobacter,s__,76.11,2.28
4639,UHGG,MGYG000004750,1796254,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,73.75,2.37
4640,UHGG,MGYG000004751,1757901,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAG-521,s__,95.05,0
4641,UHGG,MGYG000004752,1894066,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,80.58,1.13
4642,UHGG,MGYG000004753,1403340,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-302,g__RUG705,s__,91.01,1.12
4643,UHGG,MGYG000004754,4072783,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Elizabethkingia,s__Elizabethkingia bruuniana,100,0
4644,UHGG,MGYG000004755,2082056,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__RUG001,s__RUG001 sp900314575,95.9,1.49
4645,UHGG,MGYG000004756,2379647,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,93.7,0
4646,UHGG,MGYG000004757,2504990,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6398,s__UBA6398 sp900555645,93.13,0.43
4647,UHGG,MGYG000004758,2740450,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900553155,87.88,1.11
4648,UHGG,MGYG000004759,2383712,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,70.69,0
4649,UHGG,MGYG000004760,1646159,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__UMGS1783,g__UMGS1783,s__,81.45,1.47
4650,UHGG,MGYG000004761,2187341,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900552145,100,3.12
4651,UHGG,MGYG000004762,3086790,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA7096,s__UBA7096 sp900553975,99.33,0
4652,UHGG,MGYG000004763,3504022,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__CAG-462,s__CAG-462 sp900291465,96.12,0.19
4653,UHGG,MGYG000004764,1953582,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2856,s__UBA2856 sp900555005,76.02,0.88
4654,UHGG,MGYG000004765,2229366,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,100,0.81
4655,UHGG,MGYG000004766,2029486,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900555765,85.3,2.7
4656,UHGG,MGYG000004767,1275923,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,90.32,0
4657,UHGG,MGYG000004768,1072949,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,52.34,0
4658,UHGG,MGYG000004770,2052412,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sobrinus,96.55,3.5
4659,UHGG,MGYG000004771,810094,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,58.74,1.4
4660,UHGG,MGYG000004772,1545078,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,71.13,3.49
4661,UHGG,MGYG000004773,2589744,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__,99.22,0
4662,UHGG,MGYG000004774,2727188,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UMGS1370,s__,94.49,0
4663,UHGG,MGYG000004775,2980538,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__UBA1390,g__,s__,70.33,2.01
4664,UHGG,MGYG000004776,1125315,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-1000,g__UMGS1217,s__,92.7,1.69
4665,UHGG,MGYG000004778,1026365,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__Christensenellaceae,g__QANA01,s__QANA01 sp003149735,61.41,0.96
4666,UHGG,MGYG000004779,2688004,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1397,s__UMGS1397 sp900551425,98.66,0
4667,UHGG,MGYG000004780,2198368,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,s__Neisseria sp000186165,98.98,0.34
4668,UHGG,MGYG000004781,3497015,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UMGS680,s__,98.66,2.01
4669,UHGG,MGYG000004782,1349509,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__,66.24,1.52
4670,UHGG,MGYG000004783,2403240,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UMGS882,s__UMGS882 sp003343885,96.64,1.4
4671,UHGG,MGYG000004784,1863924,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__Oscillibacter sp900550685,95.97,0.22
4672,UHGG,MGYG000004786,2686597,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-74,g__Firm-11,s__Firm-11 sp900550955,94.35,1.34
4673,UHGG,MGYG000004787,2104598,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__SCN-57-10,s__,88.7,0.5
4674,UHGG,MGYG000004788,2403188,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus farciminis,98.95,1.57
4675,UHGG,MGYG000004789,2137490,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sp001556435,98,0.38
4676,UHGG,MGYG000004790,1700914,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RC9,s__,91.03,0
4677,UHGG,MGYG000004791,2866480,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__,86.15,2.04
4678,UHGG,MGYG000004792,1933522,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__,99.46,2.17
4679,UHGG,MGYG000004793,1486801,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__UBA1820,g__UBA1820,s__,59.93,1.61
4680,UHGG,MGYG000004794,1048883,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp000435755,83.71,0
4681,UHGG,MGYG000004795,1190369,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__CAG-877,s__,89.33,3.53
4682,UHGG,MGYG000004796,2072045,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera cerevisiae,74.69,1.93
